Tm,Year,#Bat,BatAge,G,PA,AB,R/G,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,#P,PAge,RA/G,ERA,GF,CG,tSho,cSho,SV,IP,H_P,R,ER,HR_P,BB_P,IBB_P,SO_P,HBP_P,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB_P,#Fld,RA/G_F,DefEff,GS,CG_F,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,BPF,PPF,#a-tA-S,1Run,Under500,SOS,W-L%
Chicago Cubs,1973,36,30.3,161,37.70186335,33.31055901,3.81,8.211180124,1.248447205,0.130434783,0.726708075,3.540372671,0.403726708,0.360248447,3.571428571,5.310559006,0.247,0.32,0.357,0.677,83,11.90062112,0.894409938,0.124223602,0.465838509,0.229813665,0.47826087,7.01242236,12,27.6,4.07,3.66,0.832298137,0.167701863,13,8,0.248447205,8.926708075,9.136645963,4.068322981,3.627329193,0.795031056,2.720496894,0.416149068,5.49689441,0.186335404,0.02484472,0.291925466,37.83229814,108,3.47,1.328,9.2,0.8,2.7,5.5,2.02,6.97515528,35,4.07,0.687,9,6.98757764,80.36645963,39.77018634,26.78881988,12.00621118,0.97515528,0.962732919,0.975,-45,-4,107,107,17,0.538,0.484,0,0.478
Chicago White Sox,1973,39,26,162,37.88271605,33.7962963,4.02,8.641975309,1.407407407,0.234567901,0.685185185,3.691358025,0.512345679,0.450617284,3.314814815,5.87654321,0.256,0.324,0.372,0.696,93,12.57407407,0.901234568,0.197530864,0.302469136,0.259259259,0.191358025,6.845679012,15,27.6,4.35,3.86,0.703703704,0.296296296,15,9,0.216049383,8.987654321,9.160493827,4.351851852,3.858024691,0.679012346,3.543209877,0.117283951,5.234567901,0.234567901,0.012345679,0.234567901,38.83950617,104,3.64,1.413,9.2,0.7,3.5,5.2,1.48,7.524691358,38,4.35,0.69,9,7.154320988,80.88888889,39.38271605,26.96296296,11.5308642,0.888888889,1.018518519,0.977,-69,-6,104,105,15,0.5,0.444,0,0.475
Cincinnati Reds,1973,36,27.6,162,38.91358025,33.98148148,4.57,8.62962963,1.432098765,0.209876543,0.845679012,4.234567901,0.913580247,0.339506173,3.944444444,5.845679012,0.254,0.332,0.383,0.715,103,13.01851852,0.728395062,0.191358025,0.481481481,0.314814815,0.456790123,7.333333333,13,26.7,3.83,3.4,0.759259259,0.240740741,17,15,0.265432099,9.092592593,8.574074074,3.833333333,3.438271605,0.833333333,3.197530864,0.555555556,4.944444444,0.179012346,0.049382716,0.222222222,38.22839506,100,3.78,1.295,8.5,0.8,3.2,4.9,1.55,7.117283951,36,3.83,0.718,9,6.37037037,81.83333333,39.34567901,27.27777778,11.35802469,0.709876543,1,0.982,46,4,95,93,14,0.608,0.519,-0.1,0.611
Cleveland Indians,1973,35,24.6,162,38.14197531,34.51851852,4.2,8.820987654,1.265432099,0.179012346,0.975308642,3.925925926,0.37037037,0.419753086,2.907407407,4.895061728,0.256,0.315,0.387,0.702,96,13.37037037,0.771604938,0.197530864,0.24691358,0.265432099,0.160493827,6.641975309,16,28.6,5.1,4.58,0.660493827,0.339506173,9,9,0.12962963,9.038271605,9.456790123,5.098765432,4.604938272,1.061728395,3.716049383,0.413580247,5.450617284,0.240740741,0.018518519,0.537037037,39.40123457,86,4.2,1.457,9.4,1.1,3.7,5.4,1.47,7.185185185,35,5.1,0.691,9,7.49382716,81.37037037,39.69753086,27.12345679,11.71604938,0.858024691,1.074074074,0.978,-54,-5,102,103,7,0.61,0.444,0.1,0.438
Detroit Tigers,1973,39,31.7,162,37.87037037,34,3.96,8.641975309,1.314814815,0.197530864,0.969135802,3.654320988,0.172839506,0.185185185,3.141975309,4.456790123,0.254,0.32,0.39,0.71,95,13.25925926,0.907407407,0.240740741,0.296296296,0.191358025,0.290123457,7.203703704,16,30.4,4.16,3.9,0.759259259,0.240740741,11,6,0.283950617,8.933333333,9.061728395,4.160493827,3.87037037,0.950617284,3.043209877,0.228395062,5.62345679,0.185185185,0.012345679,0.296296296,38.01234568,104,3.77,1.355,9.1,1,3.1,5.7,1.85,7.043209877,38,4.16,0.698,9,6.635802469,80.42592593,38.04938272,26.80864198,10.54938272,0.691358025,0.888888889,0.982,-19,-2,106,106,15,0.574,0.556,0,0.525
Houston Astros,1973,39,28,162,37.99382716,34.14814815,4.2,8.586419753,1.333333333,0.216049383,0.827160494,3.913580247,0.567901235,0.296296296,2.895061728,5.938271605,0.251,0.312,0.376,0.688,91,12.83333333,0.833333333,0.203703704,0.512345679,0.222222222,0.444444444,6.75308642,15,26.3,4.15,3.75,0.722222222,0.277777778,14,13,0.160493827,9.013580247,8.574074074,4.148148148,3.75308642,0.685185185,3.549382716,0.395061728,5.598765432,0.179012346,0.030864198,0.320987654,38.49382716,95,3.55,1.345,8.6,0.7,3.5,5.6,1.58,7.296296296,39,4.15,0.707,9,7.333333333,81.14814815,38.11111111,27.04938272,10.34567901,0.716049383,0.864197531,0.981,0,0,99,98,14,0.512,0.519,0,0.506
Kansas City Royals,1973,39,27.7,162,38.72839506,34,4.66,8.888888889,1.475308642,0.24691358,0.703703704,4.339506173,0.648148148,0.425925926,3.975308642,4.296296296,0.261,0.339,0.381,0.72,98,12.9691358,0.827160494,0.160493827,0.302469136,0.290123457,0.271604938,7.271604938,16,25.9,4.64,4.19,0.75308642,0.24691358,7,6,0.25308642,8.945061728,9.388888889,4.641975309,4.166666667,0.703703704,3.808641975,0.462962963,4.87654321,0.203703704,0.037037037,0.265432099,39.02469136,97,3.84,1.475,9.4,0.7,3.8,4.9,1.28,7.549382716,39,4.64,0.683,9,6.987654321,80.51851852,39.7037037,26.83950617,11.83333333,1.030864198,1.185185185,0.974,-55,-5,106,106,12,0.571,0.556,0,0.543
Los Angeles Dodgers,1973,33,27,162,38.68518519,34.59259259,4.17,9.092592593,1.351851852,0.179012346,0.679012346,3.845679012,0.672839506,0.308641975,3.067901235,4.907407407,0.263,0.323,0.371,0.694,96,12.83950617,0.759259259,0.172839506,0.5,0.351851852,0.567901235,7.179012346,14,29.9,3.49,3,0.722222222,0.277777778,15,13,0.234567901,9.203703704,7.839506173,3.487654321,3.067901235,0.796296296,2.845679012,0.234567901,5.932098765,0.179012346,0.024691358,0.290123457,37.65432099,117,3.39,1.161,7.7,0.8,2.8,5.8,2.08,6.555555556,31,3.49,0.729,9,7.296296296,82.83333333,40.02469136,27.61111111,11.64197531,0.771604938,1.024691358,0.981,58,5,96,95,17,0.566,0.512,-0.1,0.59
Milwaukee Brewers,1973,35,25.8,162,38.44444444,34.11111111,4.37,8.635802469,1.413580247,0.24691358,0.895061728,4.12962963,0.679012346,0.407407407,3.475308642,6.030864198,0.253,0.325,0.388,0.713,103,13.22839506,0.703703704,0.259259259,0.37654321,0.216049383,0.271604938,6.975308642,16,26,4.51,3.98,0.691358025,0.308641975,11,7,0.172839506,8.975308642,9.111111111,4.512345679,3.969135802,0.734567901,3.845679012,0.333333333,4.141975309,0.172839506,0.043209877,0.351851852,38.92592593,95,4.05,1.444,9.1,0.7,3.9,4.2,1.08,7.487654321,35,4.51,0.702,9,7.524691358,80.77777778,38.71604938,26.92592593,10.89506173,0.895061728,1.030864198,0.977,0,0,97,98,9,0.49,0.444,0,0.457
Minnesota Twins,1973,33,28,162,39.08641975,34.72222222,4.56,9.388888889,1.481481481,0.271604938,0.740740741,4.24691358,0.537037037,0.283950617,3.691358025,5.888888889,0.27,0.342,0.393,0.735,104,13.63580247,0.925925926,0.209876543,0.209876543,0.24691358,0.302469136,7.703703704,13,26.6,4.27,3.77,0.703703704,0.296296296,18,17,0.209876543,8.958024691,8.907407407,4.271604938,3.75308642,0.709876543,3.203703704,0.098765432,5.425925926,0.222222222,0.030864198,0.37654321,38.33333333,105,3.53,1.352,8.9,0.7,3.2,5.4,1.69,7.185185185,32,4.27,0.696,9,7.290123457,80.64814815,38.61111111,26.88271605,10.87037037,0.858024691,0.907407407,0.978,-19,-2,104,103,7,0.308,0.556,-0.1,0.5
Montreal Expos,1973,41,27.7,162,38.61111111,33.14197531,4.12,8.302469136,1.172839506,0.141975309,0.771604938,3.783950617,0.475308642,0.419753086,4.290123457,4.796296296,0.251,0.34,0.364,0.704,93,12.07407407,0.888888889,0.271604938,0.709876543,0.172839506,0.469135802,7.604938272,15,26.2,4.33,3.71,0.839506173,0.160493827,6,5,0.234567901,8.958024691,8.37037037,4.333333333,3.697530864,0.790123457,4.203703704,0.456790123,5.345679012,0.191358025,0.037037037,0.364197531,38.70987654,102,3.99,1.403,8.4,0.8,4.2,5.4,1.27,7.49382716,39,4.33,0.708,9.00617284,6.413580247,80.64814815,39.29012346,26.88888889,11.39506173,1.00617284,0.962962963,0.974,38,4,103,103,7,0.547,0.481,0,0.488
New York Mets,1973,40,27.9,161,38.29192547,33.89440994,3.78,8.354037267,1.229813665,0.149068323,0.527950311,3.434782609,0.167701863,0.136645963,3.354037267,5,0.246,0.315,0.338,0.653,83,11.46583851,0.913043478,0.142857143,0.670807453,0.223602484,0.335403727,7.267080745,16,27.2,3.65,3.26,0.708074534,0.291925466,15,9,0.248447205,9.099378882,8.354037267,3.652173913,3.298136646,0.788819876,3.043478261,0.416149068,6.378881988,0.142857143,0.00621118,0.242236025,38.05590062,111,3.34,1.253,8.3,0.8,3,6.3,2.1,7.105590062,38,3.65,0.708,9,7.347826087,81.89440994,38.54658385,27.29813665,10.46583851,0.782608696,0.869565217,0.98,-2,0,98,99,13,0.492,0.590,0,0.509
New York Yankees,1973,36,30.2,162,37.43209877,33.90123457,3.96,8.858024691,1.308641975,0.104938272,0.808641975,3.802469136,0.290123457,0.265432099,3.018518519,4.197530864,0.261,0.322,0.378,0.7,101,12.80246914,0.87654321,0.135802469,0.166666667,0.209876543,0.209876543,6.99382716,15,29.4,3.77,3.34,0.709876543,0.290123457,16,10,0.240740741,8.809876543,8.512345679,3.765432099,3.271604938,0.672839506,2.820987654,0.308641975,4.37037037,0.160493827,0.00617284,0.259259259,37.01851852,110,3.58,1.286,8.7,0.7,2.9,4.5,1.55,6.814814815,35,3.77,0.708,9,7.814814815,79.31481481,39.35802469,26.4382716,11.95679012,0.962962963,1.061728395,0.976,14,1,86,96,16,0.477,0.444,0,0.494
Oakland Athletics,1973,40,28.4,162,38.62962963,33.99382716,4.68,8.833333333,1.333333333,0.172839506,0.907407407,4.407407407,0.790123457,0.351851852,3.672839506,5.672839506,0.26,0.333,0.389,0.722,108,13.2345679,0.728395062,0.216049383,0.413580247,0.327160494,0.327160494,7.191358025,12,26.8,3.8,3.29,0.716049383,0.283950617,16,12,0.25308642,8.994444444,8.092592593,3.796296296,3.283950617,0.882716049,3.049382716,0.166666667,4.919753086,0.185185185,0.030864198,0.320987654,37.33333333,109,3.83,1.239,8.1,0.9,3.1,4.9,1.61,6.549382716,38,3.8,0.726,9.037037037,6.518518519,80.96296296,38.38888889,26.98765432,10.55555556,0.845679012,1.049382716,0.978,84,8,95,93,18,0.563,0.556,-0.1,0.58
Philadelphia Phillies,1973,35,26.6,162,38.00617284,34.2345679,3.96,8.524691358,1.345679012,0.179012346,0.827160494,3.654320988,0.314814815,0.290123457,2.938271605,6.043209877,0.249,0.31,0.371,0.681,87,12.70987654,0.561728395,0.203703704,0.345679012,0.277777778,0.419753086,7.080246914,15,26.4,4.43,3.99,0.697530864,0.302469136,11,10,0.135802469,8.932716049,8.858024691,4.425925926,3.962962963,0.808641975,3.901234568,0.598765432,5.672839506,0.197530864,0.012345679,0.37654321,38.52469136,95,3.85,1.428,8.9,0.8,3.9,5.7,1.45,7.296296296,35,4.43,0.693,9,6.783950617,80.40740741,38.50617284,26.80246914,10.87654321,0.827160494,1.104938272,0.979,-11,-1,102,103,11,0.453,0.481,0,0.438
Pittsburgh Pirates,1973,36,27.2,162,38.08641975,34.61728395,4.35,9.043209877,1.586419753,0.271604938,0.950617284,4.098765432,0.141975309,0.185185185,2.666666667,5.197530864,0.261,0.315,0.405,0.72,101,14.02469136,0.802469136,0.166666667,0.37037037,0.24691358,0.450617284,6.833333333,16,28.8,4.28,3.73,0.839506173,0.160493827,11,9,0.271604938,8.951851852,8.802469136,4.277777778,3.716049383,0.679012346,3.481481481,0.524691358,5.179012346,0.24691358,0.024691358,0.259259259,38.54320988,95,3.64,1.372,8.8,0.7,3.5,5.2,1.49,7.401234568,35,4.28,0.698,9,7.296296296,80.59259259,39.09876543,26.86419753,11.30246914,0.932098765,0.962962963,0.976,-19,-2,98,96,11,0.42,0.481,0,0.494
San Diego Padres,1973,32,25.2,162,36.95061728,33.68518519,3.38,8.209876543,1.222222222,0.160493827,0.691358025,3.185185185,0.543209877,0.222222222,2.475308642,5.962962963,0.244,0.296,0.351,0.647,87,11.82716049,0.709876543,0.12962963,0.450617284,0.203703704,0.283950617,6.703703704,12,25.4,4.75,4.16,0.790123457,0.209876543,10,10,0.141975309,8.827160494,9.018518519,4.75308642,4.080246914,0.969135802,3.382716049,0.50617284,5.216049383,0.166666667,0.018518519,0.327160494,38.22222222,83,4.02,1.405,9.2,1,3.4,5.3,1.54,6.987654321,32,4.75,0.693,9,7.382716049,79.44444444,38.62962963,26.48148148,11.09876543,1.049382716,0.938271605,0.973,-50,-5,91,94,6,0.457,0.407,0.2,0.37
San Francisco Giants,1973,32,25.7,162,38.72839506,34.17901235,4.56,8.962962963,1.308641975,0.320987654,0.99382716,4.222222222,0.691358025,0.320987654,3.641975309,5.635802469,0.262,0.335,0.407,0.742,102,13.89506173,0.697530864,0.216049383,0.462962963,0.228395062,0.50617284,7.364197531,14,26.8,4.33,3.79,0.796296296,0.203703704,8,7,0.271604938,8.963580247,8.901234568,4.333333333,3.777777778,0.895061728,2.99382716,0.364197531,4.858024691,0.185185185,0.030864198,0.358024691,38.38888889,102,3.84,1.327,8.9,0.9,3,4.9,1.62,7.160493827,32,4.33,0.705,9,7.117283951,80.68518519,38.72222222,26.89506173,10.82098765,1.00617284,0.851851852,0.974,-9,-1,104,105,9,0.554,0.519,0,0.543
St. Louis Cardinals,1973,46,26.9,162,38.12962963,33.81481481,3.97,8.75308642,1.481481481,0.216049383,0.462962963,3.654320988,0.617283951,0.283950617,3.277777778,4.913580247,0.259,0.325,0.357,0.681,89,12.05555556,0.919753086,0.179012346,0.549382716,0.308641975,0.50617284,7.104938272,19,28.6,3.72,3.25,0.740740741,0.259259259,14,11,0.222222222,9.013580247,8.432098765,3.722222222,3.259259259,0.648148148,3,0.450617284,5.351851852,0.185185185,0.030864198,0.277777778,37.95061728,113,3.37,1.268,8.4,0.6,3,5.3,1.78,7.179012346,46,3.72,0.707,9,6.981481481,81.14814815,38.52469136,27.04938272,10.49382716,0.981481481,0.919753086,0.975,21,2,100,100,13,0.481,0.593,0,0.5
Texas Rangers,1973,42,26.4,162,37.7345679,33.87654321,3.82,8.62345679,1.203703704,0.179012346,0.679012346,3.543209877,0.561728395,0.327160494,3.104938272,4.882716049,0.255,0.318,0.361,0.678,95,12.22222222,0.814814815,0.166666667,0.277777778,0.308641975,0.166666667,7,20,26.1,5.21,4.64,0.783950617,0.216049383,10,8,0.166666667,8.827160494,9.345679012,5.209876543,4.549382716,0.802469136,4.197530864,0.308641975,5.12962963,0.271604938,0.018518519,0.382716049,39.35185185,80,4.1,1.534,9.5,0.8,4.3,5.2,1.22,7.660493827,41,5.21,0.683,9,6.858024691,79.44444444,37.99382716,26.48148148,10.51851852,0.99382716,1.012345679,0.974,-83,-8,95,97,12,0.378,0.444,0.1,0.352
Atlanta Braves,1974,36,28.1,163,38.52147239,33.94478528,4.06,8.435582822,1.239263804,0.226993865,0.736196319,3.674846626,0.441717791,0.26993865,3.503067485,4.736196319,0.249,0.319,0.363,0.683,88,12.33742331,0.760736196,0.147239264,0.668711656,0.257668712,0.478527607,7.441717791,15,29.5,3.45,3.05,0.717791411,0.282208589,21,15,0.134969325,9.043558282,8.239263804,3.45398773,3.067484663,0.595092025,2.993865031,0.337423313,4.736196319,0.159509202,0.055214724,0.202453988,37.61349693,124,3.43,1.242,8.2,0.6,3,4.7,1.58,7.024539877,36,3.45,0.72,9,6.263803681,81.40490798,39.12269939,27.13496933,11.17791411,0.809815951,0.987730061,0.979,67,6,104,104,10,0.5,0.515,0,0.543
Baltimore Orioles,1974,32,29,162,38.45679012,34.16666667,4.07,8.75308642,1.395061728,0.166666667,0.716049383,3.75308642,0.895061728,0.358024691,3.141975309,4.75308642,0.256,0.322,0.37,0.692,102,12.62962963,0.765432099,0.358024691,0.444444444,0.345679012,0.37654321,7.197530864,11,28.7,3.78,3.27,0.648148148,0.351851852,16,15,0.154320988,9.098765432,8.598765432,3.777777778,3.308641975,0.62345679,2.962962963,0.265432099,4.327160494,0.154320988,0.030864198,0.209876543,37.80864198,105,3.55,1.271,8.5,0.6,2.9,4.3,1.46,6.734567901,31,3.78,0.716,9,7.333333333,81.88888889,39.95061728,27.2962963,11.86419753,0.790123457,1.074074074,0.98,44,4,97,95,16,0.656,0.481,0,0.562
Boston Red Sox,1974,37,27.5,162,38.35802469,33.94444444,4.3,8.944444444,1.456790123,0.191358025,0.672839506,4.061728395,0.641975309,0.358024691,3.512345679,5.00617284,0.264,0.333,0.377,0.711,98,12.80246914,0.790123457,0.203703704,0.395061728,0.302469136,0.351851852,7.197530864,13,29.2,4.08,3.72,0.561728395,0.438271605,12,9,0.111111111,8.982098765,9.024691358,4.080246914,3.709876543,0.777777778,2.858024691,0.234567901,4.635802469,0.185185185,0.024691358,0.25308642,38.02469136,105,3.69,1.323,9,0.8,2.9,4.6,1.62,6.99382716,36,4.08,0.702,9,7.277777778,80.85185185,38.4382716,26.95061728,10.59259259,0.895061728,0.962962963,0.977,46,4,108,107,16,0.447,0.481,0,0.519
California Angels,1974,45,27.6,163,37.33128834,33.13496933,3.79,8.417177914,1.245398773,0.190184049,0.582822086,3.374233129,0.73006135,0.484662577,3.122699387,4.914110429,0.254,0.321,0.356,0.677,100,11.79141104,0.828220859,0.27607362,0.503067485,0.294478528,0.233128834,6.834355828,20,25.6,4.03,3.52,0.607361963,0.392638037,13,10,0.073619632,8.828220859,8.214723926,4.030674847,3.45398773,0.619631902,3.981595092,0.147239264,6.049079755,0.288343558,0.042944785,0.306748466,37.97546012,97,3.57,1.382,8.4,0.6,4.1,6.2,1.52,7.460122699,45,4.03,0.698,9,7.030674847,79.45398773,37.94478528,26.48466258,10.55828221,0.901840491,0.920245399,0.976,-26,-2,94,94,11,0.326,0.331,0,0.42
Chicago Cubs,1974,38,27.1,162,39.16666667,34.40740741,4.13,8.62345679,1.364197531,0.259259259,0.679012346,3.765432099,0.481481481,0.450617284,3.833333333,5.290123457,0.251,0.327,0.365,0.691,92,12.54320988,0.74691358,0.179012346,0.49382716,0.24691358,0.407407407,7.641975309,14,25.6,5.1,4.28,0.858024691,0.141975309,6,5,0.160493827,9.05,9.833333333,5.098765432,4.302469136,0.75308642,3.555555556,0.444444444,5.524691358,0.24691358,0.12345679,0.37654321,40.2345679,89,3.7,1.479,9.8,0.7,3.5,5.5,1.55,7.981481481,38,5.1,0.672,9,6.790123457,81.46296296,39.95679012,27.15432099,11.57407407,1.228395062,0.87037037,0.969,-139,-13,103,105,12,0.455,0.481,0.1,0.407
Chicago White Sox,1974,40,26.7,163,38.25766871,34.21472393,4.2,9.153374233,1.380368098,0.141104294,0.828220859,3.883435583,0.392638037,0.325153374,3.18404908,5.263803681,0.268,0.33,0.389,0.719,104,13.3006135,0.957055215,0.159509202,0.429447853,0.263803681,0.245398773,7.067484663,17,28.2,4.42,3.94,0.662576687,0.337423313,11,7,0.17791411,8.988957055,9.018404908,4.423312883,3.932515337,0.63190184,3.36196319,0.245398773,5.067484663,0.312883436,0.024539877,0.251533742,38.60736196,96,3.59,1.377,9,0.6,3.4,5.1,1.51,7.208588957,39,4.42,0.693,9,7.226993865,80.92638037,38.70552147,26.97546012,10.82822086,0.901840491,1.153374233,0.977,-39,-4,103,104,12,0.525,0.442,0,0.5
Cincinnati Reds,1974,35,27.7,163,39.09815951,33.95705521,4.76,8.81595092,1.662576687,0.214723926,0.828220859,4.380368098,0.895705521,0.300613497,4.251533742,5.766871166,0.26,0.343,0.394,0.737,107,13.39263804,0.742331288,0.18404908,0.417177914,0.282208589,0.533742331,7.699386503,15,27.3,3.87,3.41,0.791411043,0.208588957,11,9,0.165644172,8.994478528,8.36809816,3.871165644,3.411042945,0.773006135,3.288343558,0.380368098,5.36809816,0.104294479,0.055214724,0.325153374,37.97546012,102,3.63,1.296,8.4,0.8,3.3,5.4,1.63,7.116564417,35,3.87,0.714,9,6.122699387,80.96319018,38.45398773,26.98773006,10.64417178,0.82208589,0.926380368,0.979,59,5,99,96,10,0.449,0.515,-0.1,0.605
Cleveland Indians,1974,45,25.5,162,37.15432099,33.79012346,4.09,8.611111111,1.240740741,0.117283951,0.808641975,3.802469136,0.487654321,0.419753086,2.666666667,4.666666667,0.255,0.311,0.37,0.681,97,12.51234568,0.833333333,0.160493827,0.345679012,0.191358025,0.191358025,6.24691358,18,31.5,4.28,3.8,0.722222222,0.277777778,9,8,0.166666667,8.920987654,8.759259259,4.283950617,3.771604938,0.851851852,2.956790123,0.413580247,4.012345679,0.209876543,0.037037037,0.12345679,37.67901235,95,3.98,1.313,8.8,0.9,3,4,1.36,6.62345679,44,4.28,0.714,9,6.820987654,80.30246914,39.16666667,26.77160494,11.49382716,0.901234568,0.969135802,0.977,37,3,99,100,10,0.44,0.370,0,0.478
Detroit Tigers,1974,37,30,162,37.69753086,34.37037037,3.83,8.487654321,1.234567901,0.216049383,0.808641975,3.574074074,0.413580247,0.234567901,2.691358025,4.839506173,0.247,0.303,0.366,0.669,91,12.58024691,0.814814815,0.148148148,0.25308642,0.228395062,0.203703704,6.697530864,12,28.9,4.74,4.16,0.666666667,0.333333333,7,6,0.092592593,8.982716049,8.907407407,4.740740741,4.154320988,0.913580247,3.833333333,0.425925926,5.364197531,0.222222222,0.00617284,0.358024691,38.77160494,91,4.06,1.418,8.9,0.9,3.8,5.4,1.4,7.074074074,35,4.74,0.698,9,7.314814815,80.87037037,38.94444444,26.95679012,11.01234568,0.975308642,0.956790123,0.975,-26,-2,102,104,13,0.52,0.370,0.1,0.444
Houston Astros,1974,35,26.8,162,37.77777778,33.88271605,4.03,8.895061728,1.37037037,0.25308642,0.679012346,3.722222222,0.666666667,0.401234568,2.907407407,5.333333333,0.263,0.322,0.378,0.7,100,12.80864198,0.765432099,0.179012346,0.512345679,0.296296296,0.302469136,6.901234568,15,27.6,3.9,3.46,0.777777778,0.222222222,18,15,0.111111111,8.951851852,8.617283951,3.901234568,3.444444444,0.518518519,3.709876543,0.345679012,4.555555556,0.228395062,0.092592593,0.320987654,38.42592593,100,3.63,1.377,8.7,0.5,3.7,4.6,1.23,7.660493827,34,3.9,0.709,9,6.37037037,80.59259259,39.13580247,26.86419753,11.57407407,0.697530864,0.99382716,0.982,7,1,95,95,11,0.519,0.519,0,0.5
Kansas City Royals,1974,34,27.4,162,38.68518519,34.45679012,4.12,8.938271605,1.432098765,0.259259259,0.549382716,3.845679012,0.901234568,0.469135802,3.395061728,4.740740741,0.259,0.327,0.364,0.691,95,12.53703704,0.820987654,0.197530864,0.345679012,0.265432099,0.259259259,7.265432099,13,28.6,4.09,3.51,0.666666667,0.333333333,13,10,0.104938272,9.081481481,9.117283951,4.086419753,3.543209877,0.561728395,2.975308642,0.395061728,4.512345679,0.185185185,0.024691358,0.259259259,38.61728395,109,3.43,1.331,9,0.6,2.9,4.5,1.52,7.277777778,32,4.09,0.698,9,7.098765432,81.75925926,39.7654321,27.25308642,11.57407407,0.938271605,1.024691358,0.976,-25,-2,105,105,15,0.434,0.333,0,0.475
Los Angeles Dodgers,1974,35,27.1,162,39.08641975,34.30246914,4.93,9.327160494,1.425925926,0.209876543,0.858024691,4.592592593,0.919753086,0.462962963,3.685185185,5.061728395,0.272,0.342,0.401,0.743,112,13.74691358,0.722222222,0.172839506,0.530864198,0.395061728,0.586419753,7.358024691,13,28.9,3.46,2.97,0.796296296,0.203703704,19,13,0.141975309,9.04382716,7.851851852,3.462962963,2.987654321,0.691358025,2.864197531,0.055555556,5.820987654,0.148148148,0.055555556,0.222222222,37.38271605,115,3.28,1.185,7.8,0.7,2.8,5.8,2.03,6.783950617,34,3.46,0.72,9,7.216049383,81.40740741,38.9691358,27.13580247,10.86419753,0.969135802,0.75308642,0.975,37,3,96,94,16,0.558,0.519,-0.1,0.63
Milwaukee Brewers,1974,36,26.5,162,37.59259259,33.77777778,3.99,8.240740741,1.407407407,0.302469136,0.740740741,3.777777778,0.654320988,0.462962963,3.086419753,5.611111111,0.244,0.309,0.369,0.678,96,12.47530864,0.62962963,0.166666667,0.345679012,0.216049383,0.228395062,6.50617284,14,26.1,4.07,3.76,0.734567901,0.265432099,11,6,0.148148148,8.995061728,9.111111111,4.074074074,3.759259259,0.777777778,3.043209877,0.283950617,3.833333333,0.154320988,0,0.283950617,38.09259259,96,3.92,1.351,9.1,0.8,3,3.8,1.26,7.024691358,36,4.07,0.709,9,7.172839506,80.98148148,39.0308642,26.99382716,11.25308642,0.783950617,1.037037037,0.98,19,2,99,99,13,0.455,0.370,0,0.469
Minnesota Twins,1974,32,28.2,163,38.67484663,34.55214724,4.13,9.386503067,1.165644172,0.226993865,0.680981595,3.877300613,0.45398773,0.27607362,3.190184049,4.852760736,0.272,0.336,0.378,0.714,102,13.04907975,0.975460123,0.282208589,0.392638037,0.245398773,0.263803681,7.742331288,13,26.4,4.1,3.64,0.736196319,0.263803681,11,6,0.17791411,8.926993865,8.809815951,4.104294479,3.613496933,0.705521472,3.147239264,0.110429448,5.73006135,0.233128834,0.018404908,0.220858896,37.9202454,104,3.46,1.339,8.9,0.7,3.2,5.8,1.82,7.030674847,31,4.1,0.691,9,6.944785276,80.35582822,38.57668712,26.78527607,10.86503067,0.926380368,1.006134969,0.976,-20,-2,104,104,8,0.474,0.442,0,0.506
Montreal Expos,1974,41,27.7,161,38.44720497,33.1863354,4.11,8.416149068,1.248447205,0.180124224,0.534161491,3.788819876,0.770186335,0.304347826,4.049689441,5.043478261,0.254,0.335,0.35,0.686,89,11.62732919,0.788819876,0.204968944,0.658385093,0.347826087,0.403726708,7.614906832,14,25.8,4.08,3.6,0.782608696,0.217391304,8,6,0.167701863,8.875776398,8.322981366,4.080745342,3.546583851,0.614906832,3.378881988,0.322981366,5.105590062,0.180124224,0.074534161,0.378881988,37.59006211,107,3.53,1.318,8.4,0.6,3.4,5.2,1.51,6.881987578,41,4.08,0.706,9,6.621118012,79.88198758,39.52173913,26.62732919,11.94409938,0.950310559,0.97515528,0.976,34,3,105,106,7,0.54,0.484,0,0.491
New York Mets,1974,37,27.8,162,38.43209877,33.75308642,3.53,7.938271605,1.12962963,0.135802469,0.592592593,3.320987654,0.265432099,0.141975309,3.685185185,4.537037037,0.235,0.311,0.329,0.641,81,11.11728395,0.913580247,0.179012346,0.537037037,0.277777778,0.345679012,7.580246914,16,28.2,3.99,3.42,0.716049383,0.283950617,15,14,0.086419753,9.074691358,8.845679012,3.987654321,3.444444444,0.611111111,3.111111111,0.481481481,5.604938272,0.166666667,0.067901235,0.24691358,38.44444444,106,3.3,1.317,8.8,0.6,3.1,5.6,1.8,7.228395062,37,3.99,0.694,9,7.234567901,81.68518519,39.29012346,27.22839506,11.08641975,0.975308642,0.925925926,0.975,-67,-6,99,99,10,0.321,0.481,0,0.438
